name,n,mu,target,sigma,sigma_error,scale,type,opt_rho,lossless_rho,lossy_rho,lossless_t,lossy_t,lossless_e,lossy_e,kappa
g10.0,10.0,7.0,0.7,0.7007375216756733,0.0010536023938190198,0.18,custom_barabasi_albert,0.9881210327148438,0.9759203373304085,0.9810850665543482,890,1215,9.931524052958496e-6,9.997790561711017e-6,70.13380506920919
g12.0,12.0,8.0,0.7,0.7000269794711643,3.854210166338262e-5,0.125,custom_barabasi_albert,0.9881210327148438,0.975703505372547,0.9800067198146316,874,1115,9.919370263428151e-6,9.948054114111704e-6,85.55319421678888
g18.0,18.0,13.0,0.7,0.7010716603438617,0.001530943348373924,0.0725,custom_barabasi_albert,0.9881210327148438,0.9759860044229991,0.9797012131561761,876,1096,9.936212163552671e-6,9.958402932108701e-6,94.08389709218577
g22.0,22.0,15.0,0.7,0.7024312047404554,0.0034731496292220564,0.08,custom_barabasi_albert,0.9881210327148438,0.975453991171764,0.980538284109582,869,1182,9.994116001221798e-6,9.944810085871225e-6,111.19028772448958
g24.0,24.0,17.0,0.7,0.6964016796299719,0.005140457671468646,0.0525,custom_barabasi_albert,0.9881210327148438,0.9756751831508653,0.9794765186202908,874,1095,9.969011927485338e-6,9.923219182722542e-6,99.69523570957726
g26.0,26.0,18.0,0.7,0.7024643343794451,0.0035204776849216495,0.08,custom_barabasi_albert,0.9881210327148438,0.9754681278699674,0.9811975852080433,866,1231,9.959420113114792e-6,9.89950909016657e-6,87.76402457008273
g28.0,28.0,20.0,0.7,0.7030671350075335,0.004381621439333612,0.0675,custom_barabasi_albert,0.9881210327148438,0.9756637616181315,0.9808098728586258,874,1193,9.899894183651448e-6,9.910506798049834e-6,94.43818030624294
g30.0,30.0,21.0,0.7,0.7029070831803345,0.004152975971906432,0.065,custom_barabasi_albert,0.9881210327148438,0.9755404206742561,0.9810603137550865,880,1214,9.97758491355161e-6,9.919732839730466e-6,105.72478154757742
g32.0,32.0,22.0,0.7,0.7006827599653264,0.0009753713790377245,0.0625,custom_barabasi_albert,0.9881210327148438,0.9754450484969769,0.9810193046319471,870,1226,9.988768129520764e-6,9.94218153616e-6,116.6753960139648
g36.0,36.0,25.0,0.7,0.7006265292877882,0.0008950418396975429,0.0525,custom_barabasi_albert,0.9881210327148438,0.9754174112568047,0.981054562455469,871,1214,9.963762952341915e-6,9.98386964792819e-6,116.08142207342834
g40.0,40.0,28.0,0.7,0.6981960929442221,0.0025770100796826006,0.045,custom_barabasi_albert,0.9881210327148438,0.9754066158463477,0.9806611808852209,869,1190,9.89593516192988e-6,9.93511479735476e-6,105.29758861040258
g42.0,42.0,29.0,0.7,0.7075925204878986,0.010846457839855146,0.0325,custom_barabasi_albert,0.9881210327148438,0.975397781499123,0.9797409912883481,871,1122,9.99855507022307e-6,9.912182331400787e-6,114.67673511364583
g44.0,44.0,31.0,0.7,0.7162620070891649,0.02323143869880703,0.0425,custom_barabasi_albert,0.9881210327148438,0.9752204120484727,0.9807407920778993,859,1192,9.932935351925076e-6,9.945423551149801e-6,147.00515324408713
g46.0,46.0,32.0,0.7,0.7056898501887799,0.008128357412542841,0.035,custom_barabasi_albert,0.9881210327148438,0.9754341287735036,0.9799611411603993,870,1147,9.947936676274471e-6,9.943693582203927e-6,167.28338177007433
g48.0,48.0,34.0,0.7,0.6986334941975471,0.0019521511463612856,0.035,custom_barabasi_albert,0.9881210327148438,0.9754675192698176,0.9802672282226196,872,1155,9.886777351097737e-6,9.938489365979297e-6,126.15710633248312
g50.0,50.0,35.0,0.7,0.6890138070051368,0.01569456142123306,0.03,custom_barabasi_albert,0.9881210327148438,0.9756621055402414,0.9798663256068262,878,1132,9.947719200292804e-6,9.932801363632393e-6,166.91494686828082
