name,n,mu,target,sigma,sigma_error,scale,type,opt_rho,lossless_rho,lossy_rho,lossless_t,lossy_t,lossless_e,lossy_e,kappa
g0.325,15,12.0,0.325,0.32676059207543995,0.005417206385969038,0.088,custom_geometric,0.9800796508789062,0.964055350220018,0.9705361876272299,523,677,9.797170726882909e-6,9.93601197535332e-6,99.38923368371172
g0.4,15,12.0,0.4,0.3990242558346765,0.002439360413308833,0.076,custom_geometric,0.9800796508789062,0.9640574799150015,0.9704851543962009,522,679,9.994937794383096e-6,9.991851439128396e-6,99.38923368371172
g0.425,15,12.0,0.425,0.42500000000000004,1.3061447348531254e-16,0.095,custom_geometric,0.9800796508789062,0.964050895504564,0.9697769951195345,523,664,9.819046437958834e-6,9.978935976262537e-6,99.38923368371172
g0.45,15,12.0,0.45,0.4513739056946632,0.003053123765918153,0.071,custom_geometric,0.9887771606445312,0.9766337224422971,0.9772686375357671,930,962,9.962632586096865e-6,9.945807638245263e-6,99.38923368371172
g0.475,15,12.0,0.475,0.4782775311134409,0.006900065501980892,0.055,custom_geometric,0.9800872802734375,0.964064037633315,0.9712086493763312,522,695,9.97998591101279e-6,9.95440992451746e-6,99.38923368371172
g0.5,15,12.0,0.5,0.5000000000000003,6.661338147750939e-16,0.1,custom_geometric,0.9800796508789062,0.9640505157345122,0.97282595453334,522,761,9.981286581139948e-6,9.944517447180168e-6,99.38923368371172
g0.525,15,12.0,0.525,0.5226302600956944,0.004513790293915557,0.099,custom_geometric,0.9827346801757812,0.9675959652291656,0.9730910742221237,603,764,9.893650467635018e-6,9.906534510772946e-6,99.38923368371172
g0.55,15,12.0,0.55,0.5497351192260417,0.00048160140719702676,0.088,custom_geometric,0.9838180541992188,0.9690764979494865,0.9740919494141258,644,805,9.905331714799015e-6,9.973048749556401e-6,99.38923368371172
g0.575,15,12.0,0.575,0.5750000000000002,3.861645303044023e-16,0.105,custom_geometric,0.9800796508789062,0.9640569584032745,0.9741332439048559,522,809,9.991336736459022e-6,9.950362615307462e-6,99.38923368371172
g0.6,15,12.0,0.6,0.6009740299276806,0.0016233832128009773,0.079,custom_geometric,0.9918746948242188,0.9817006526557828,0.9838602945393258,1286,1498,9.996316183508158e-6,9.957060951054642e-6,99.38923368371172
g0.625,15,12.0,0.625,0.6264548453264849,0.0023277525223758034,0.082,custom_geometric,0.9800796508789062,0.9640574347099787,0.9714479249168987,523,708,9.799377018532285e-6,9.992083626786386e-6,99.38923368371172
g0.65,15,12.0,0.65,0.6500000000000001,1.7080354225002407e-16,0.11,custom_geometric,0.9810028076171875,0.9655480767466411,0.9754982676731454,548,868,9.898812555364511e-6,9.81449670015011e-6,99.38923368371172
g0.675,15,12.0,0.675,0.6790927956355002,0.006063400941481681,0.034,custom_geometric,0.9800796508789062,0.964068114887249,0.9692268464930013,522,636,9.97086281015469e-6,9.819411246198007e-6,99.38923368371172
g0.7,15,12.0,0.7,0.7017249745842157,0.0024642494060224595,0.048,custom_geometric,0.981201171875,0.9660789752264061,0.9710768347867517,554,707,9.81336653566034e-6,9.990679632559951e-6,99.38923368371172
g0.725,15,12.0,0.725,0.7250000000000006,9.188052617587503e-16,0.115,custom_geometric,0.98333740234375,0.9683144406901878,0.979380076714727,626,1088,9.863797811870967e-6,9.933489713731536e-6,99.38923368371172
g0.75,15,12.0,0.75,0.750660827335691,0.0008811031142546,0.033,custom_geometric,0.9885482788085938,0.976255558323511,0.9789748893236896,911,1066,9.911894081560124e-6,9.991443504220321e-6,99.38923368371172
g0.775,15,12.0,0.775,0.7791050803859323,0.005296877917331961,0.021,custom_geometric,0.9869384765625,0.9738513751764614,0.9763216761738505,798,911,9.96708453526729e-6,9.884285794403702e-6,99.38923368371172
g0.8,15,12.0,0.8,0.8000000000000003,2.7755575615628914e-16,0.12,custom_geometric,0.9881057739257812,0.9756522539159214,0.9843898597186128,878,1555,9.90172010553736e-6,9.982973487060454e-6,99.38923368371172
g0.825,15,12.0,0.825,0.8238995553699509,0.0013338722788473966,0.035,custom_geometric,0.9898910522460938,0.9785812976670472,0.9811024045101819,1033,1216,9.953557439240646e-6,9.966109022097047e-6,99.38923368371172
g0.85,15,12.0,0.85,0.8539270336788994,0.00462003962223466,0.015,custom_geometric,0.99267578125,0.9831379314875877,0.9843837168045907,1424,1557,9.989627268641721e-6,9.965013273771639e-6,99.38923368371172
g0.875,15,12.0,0.875,0.8750000000000001,1.2688263138573217e-16,0.125,custom_geometric,0.9932937622070312,0.9843460639942027,0.989557735792014,1558,2584,9.975498710623754e-6,9.939823143817472e-6,99.38923368371172
g0.9,15,12.0,0.9,0.903206280416362,0.003562533795957723,0.014,custom_geometric,0.9952392578125,0.9880974601764287,0.9888105147645462,2197,2370,9.998416994005943e-6,9.964820592373025e-6,99.38923368371172
g0.925,15,12.0,0.925,0.9260271518181543,0.0011104343980046167,0.01,custom_geometric,0.9963912963867188,0.9904797531158678,0.9909548204007713,2900,3076,9.968749867000914e-6,9.9684318131954e-6,99.38923368371172
g0.95,15,12.0,0.95,0.9500000000000003,3.505967446184705e-16,0.13,custom_geometric,0.9973526000976562,0.9926242572175187,0.9951831245565655,3956,6587,9.984186412126395e-6,9.985582762078726e-6,99.38923368371172
