name,n,mu,target,sigma,sigma_error,scale,type,opt_rho,lossless_rho,lossy_rho,lossless_t,lossy_t,lossless_e,lossy_e,kappa
g12.0_7.0,12.0,7.0,0.5,0.495520670530596,0.008958658938807984,0.13678907009700536,custom_erdos_renyi,0.9844818115234375,0.9701984510403981,0.9741806237089359,668,801,9.937288353023543e-6,9.970763217542755e-6,85.55319421678888
g12.0_8.0,12.0,8.0,0.5,0.4942107173569799,0.011578565286040177,0.12942266936889132,custom_erdos_renyi,0.9844818115234375,0.9701983392467605,0.9746816802852811,668,817,9.92882307671028e-6,9.95258258221221e-6,85.55319421678888
g30.0_15.0,30.0,15.0,0.5,0.502496370733434,0.0049927414668680115,0.06859942846051639,custom_erdos_renyi,0.9844818115234375,0.9699907052837137,0.9738753027013616,672,799,9.965895570611828e-6,9.937336481941061e-6,105.72478154757742
g36.0_15.0,36.0,15.0,0.5,0.4979573077768576,0.004085384446284812,0.06181071483751803,custom_erdos_renyi,0.9844818115234375,0.969787080459888,0.9738832369151946,664,806,9.951927845947006e-6,9.967506450273694e-6,116.08142207342834
g38.0_13.0,38.0,13.0,0.5,0.5124014194064098,0.02480283881281964,0.07667695835631372,custom_erdos_renyi,0.9844818115234375,0.9701470121287462,0.9743846560808025,672,818,9.94297557721513e-6,9.885561331329784e-6,127.808958987044
g38.0_17.0,38.0,17.0,0.5,0.4883618600859689,0.02327627982806224,0.05498829501919094,custom_erdos_renyi,0.9844818115234375,0.9701478755587284,0.9744003289817569,672,817,9.90580311355238e-6,9.984107600918835e-6,127.808958987044
g40.0_16.0,40.0,16.0,0.5,0.5012560490325598,0.00251209806511965,0.06058822763883956,custom_erdos_renyi,0.9844818115234375,0.9697523339556531,0.9743415758228128,664,821,9.848642241655492e-6,9.992779303302779e-6,105.29758861040258
g42.0_16.0,42.0,16.0,0.5,0.5012446367361464,0.0024892734722927745,0.06010129320430994,custom_erdos_renyi,0.9844818115234375,0.9697255873237538,0.9738308924373427,666,805,9.87851651265692e-6,9.918498940497678e-6,114.67673511364583
