name,n,mu,target,sigma,sigma_error,scale,type,opt_rho,lossless_rho,lossy_rho,lossless_t,lossy_t,lossless_e,lossy_e,kappa
g0.2,15,12.0,0.2,0.2000000000000001,4.163336342344337e-16,0.08,custom_erdos_renyi,0.9800796508789062,0.9640600461077145,0.9677573148459919,522,595,9.978634230578542e-6,9.986564738106996e-6,99.38923368371172
g0.215,15,12.0,0.215,0.2150000000000001,5.163828021512356e-16,0.081,custom_erdos_renyi,0.9800796508789062,0.9640534422178335,0.9745260215623658,523,831,9.797235837882834e-6,9.922498129144586e-6,99.38923368371172
g0.23,15,12.0,0.23,0.23000000000000026,1.0860877414811314e-15,0.082,custom_erdos_renyi,0.9800796508789062,0.9640568605192177,0.9691886235279832,522,634,9.9922149074394e-6,9.87465215365746e-6,99.38923368371172
g0.26,15,12.0,0.26,0.26000000000000023,8.540177112501203e-16,0.084,custom_erdos_renyi,0.990264892578125,0.979182568656891,0.9823384882589985,1073,1337,9.965523215610395e-6,9.951603586938473e-6,99.38923368371172
g0.275,15,12.0,0.275,0.27499999999999997,2.0185873175002846e-16,0.085,custom_erdos_renyi,0.9800796508789062,0.9640827885839983,0.9677263799511081,522,604,9.932264590201134e-6,9.887425538784855e-6,99.38923368371172
g0.305,15,12.0,0.305,0.305,0.0,0.087,custom_erdos_renyi,0.9863204956054688,0.9727775890003955,0.9768012495436375,763,935,9.874250511493488e-6,9.991340168408192e-6,99.38923368371172
g0.32,15,12.0,0.32,0.3200000000000002,5.204170427930421e-16,0.088,custom_erdos_renyi,0.9800872802734375,0.9640517927470259,0.9705286128476612,523,676,9.832241966767352e-6,9.863611276667017e-6,99.38923368371172
g0.335,15,12.0,0.335,0.3352487271501238,0.0007424691048471833,0.089,custom_erdos_renyi,0.9800796508789062,0.9640692205610281,0.9695182302096499,523,651,9.796655389110454e-6,9.985487943564575e-6,99.38923368371172
g0.35,15,12.0,0.35,0.35,0.0,0.09,custom_erdos_renyi,0.9800796508789062,0.9640721777591168,0.9681647338348728,522,608,9.951942726321716e-6,9.97819441200809e-6,99.38923368371172
g0.365,15,12.0,0.365,0.36818475591544136,0.008725358672442118,0.082,custom_erdos_renyi,0.9800796508789062,0.9640609614256533,0.9707724488285456,522,692,9.987224823676533e-6,9.87155724346822e-6,99.38923368371172
g0.38,15,12.0,0.38,0.38,0.0,0.092,custom_erdos_renyi,0.9800796508789062,0.964056966789706,0.9714617894823873,522,708,9.985002660500841e-6,9.92257268236929e-6,99.38923368371172
g0.395,15,12.0,0.395,0.395,0.0,0.093,custom_erdos_renyi,0.9800796508789062,0.9641139897563715,0.9710922829490879,522,703,9.844617509718878e-6,9.990754895217169e-6,99.38923368371172
g0.41,15,12.0,0.41,0.41,0.0,0.094,custom_erdos_renyi,0.9800796508789062,0.9640580904367502,0.9699366551282586,522,654,9.991872661208046e-6,9.942620239872246e-6,99.38923368371172
g0.425,15,12.0,0.425,0.4231893126750364,0.00426044076462021,0.096,custom_erdos_renyi,0.9800796508789062,0.9640571445940919,0.9717331310820344,522,721,9.986889620616779e-6,9.904649340947147e-6,99.38923368371172
g0.44,15,12.0,0.44,0.4400000000000001,2.523234146875356e-16,0.096,custom_erdos_renyi,0.9800796508789062,0.964052673589272,0.972702970615924,523,767,9.797939208189277e-6,9.817297026315508e-6,99.38923368371172
g0.455,15,12.0,0.455,0.4550000000000002,3.6600759053576587e-16,0.097,custom_erdos_renyi,0.9800796508789062,0.9640646414676274,0.9741391689613299,522,811,9.98187479928081e-6,9.968893112666244e-6,99.38923368371172
g0.47,15,12.0,0.47,0.4700000000000005,1.062979491662384e-15,0.098,custom_erdos_renyi,0.9800796508789062,0.9640467043860753,0.9738040637154751,523,806,9.80234913178224e-6,9.922672663503773e-6,99.38923368371172
g0.485,15,12.0,0.485,0.48500000000000015,3.433679457603577e-16,0.099,custom_erdos_renyi,0.9800796508789062,0.9640662265553547,0.9712133611104902,522,696,9.973981758670813e-6,9.977924334020338e-6,99.38923368371172
g0.5,15,12.0,0.5,0.5000000000000002,4.440892098500626e-16,0.1,custom_erdos_renyi,0.9800796508789062,0.9640513379700808,0.9728383835365514,523,754,9.804567251969765e-6,9.933160654868045e-6,99.38923368371172
g0.515,15,12.0,0.515,0.515,0.0,0.101,custom_erdos_renyi,0.9800796508789062,0.9640564152321376,0.9716539598529409,522,727,9.965459118826958e-6,9.88211401320438e-6,99.38923368371172
g0.53,15,12.0,0.53,0.5299999999999997,6.28428127146315e-16,0.102,custom_erdos_renyi,0.9800796508789062,0.9640536521163742,0.9722903890135572,523,738,9.796601622868994e-6,9.96528830335408e-6,99.38923368371172
g0.545,15,12.0,0.545,0.5449999999999998,4.074212934404244e-16,0.103,custom_erdos_renyi,0.9800796508789062,0.964064457037057,0.9709110281190696,522,691,9.970625322264226e-6,9.89681343127602e-6,99.38923368371172
g0.56,15,12.0,0.56,0.5599999999999998,3.96508223080413e-16,0.104,custom_erdos_renyi,0.9800872802734375,0.9640507885503975,0.9728133255100129,523,761,9.822362673578278e-6,9.8868406813446e-6,99.38923368371172
g0.575,15,12.0,0.575,0.5750000000000002,3.861645303044023e-16,0.105,custom_erdos_renyi,0.9800796508789062,0.9640682290439705,0.9751945730307915,522,866,9.994183003680934e-6,9.925087095880025e-6,99.38923368371172
g0.59,15,12.0,0.59,0.59,0.0,0.106,custom_erdos_renyi,0.991546630859375,0.9812735199515377,0.9841894197077964,1237,1542,9.913354111240613e-6,9.962960044213043e-6,99.38923368371172
g0.605,15,12.0,0.605,0.6050000000000002,3.6701587590914267e-16,0.107,custom_erdos_renyi,0.9800872802734375,0.9640418571407227,0.9750181400188307,523,849,9.857859197881513e-6,9.927813667515162e-6,99.38923368371172
