name,n,mu,target,sigma,sigma_error,scale,type,alpha,delta,eta,zeta,opt_rho
g300.0,300.0,240.0,0.85,0.8607660699471659,0.012665964643724577,0.002,custom_barabasi_albert,0.9060833178575958,1.4899878270012594,1.8983200213188722,1.6490987616293478, 1.0
