name,n,mu,target,sigma,sigma_error,scale,type,alpha,delta,eta,zeta,lossless_rho,lossy_rho,lossless_t,lossy_t,lossless_e,lossy_e,kappa,opt_rho
g300.0,300.0,240.0,0.85,0.8607660699471659,0.012665964643724577,0.002,custom_barabasi_albert,0.9060833178575958,1.4899878270012594,1.8983200213188722,1.6490987616293478,0.9718043904552135,0.9709940235537149,2000,2000,6.778797538505772,6.668045562044093,1.3877356487571051e7,1.0
