name,n,mu,target,sigma,sigma_error,scale,type,opt_rho,lossless_rho,lossy_rho,lossless_t,lossy_t,lossless_e,lossy_e,kappa
g9.0,40,9.0,0.7,0.7107094610338023,0.015299230048289038,0.08781,custom_barabasi_albert,0.9866943359375,0.9733668491324624,0.9779860269453601,774,1000,9.981204997844273e-6,9.909531260387464e-6,105.29758861040258
g11.0,40,11.0,0.7,0.7016213778512232,0.002316254073176134,0.07275,custom_barabasi_albert,0.9866943359375,0.9733521139354963,0.9778234141393463,775,992,9.886738723208222e-6,9.971835732175416e-6,105.29758861040258
g15.0,40,15.0,0.7,0.6951042927467522,0.006993867504639611,0.05769,custom_barabasi_albert,0.9866943359375,0.9733471670607655,0.978007764739541,775,994,9.909999404505987e-6,9.989204014270933e-6,105.29758861040258
g17.0,40,17.0,0.7,0.6961771423041491,0.005461225279786985,0.05769,custom_barabasi_albert,0.9866943359375,0.973348690233099,0.9781472013183211,775,1011,9.899837922405785e-6,9.893037722141784e-6,105.29758861040258
g21.0,40,21.0,0.7,0.7046967316530081,0.0067096166471544314,0.03761,custom_barabasi_albert,0.9866943359375,0.9733497425676056,0.9773051559691497,775,956,9.905858372072363e-6,9.980142708282402e-6,105.29758861040258
g23.0,40,23.0,0.7,0.6982751165950198,0.0024641191499715936,0.04263,custom_barabasi_albert,0.9866943359375,0.9733437456182039,0.9776142834090972,775,984,9.906392213154813e-6,9.97807185657007e-6,105.29758861040258
g27.0,40,27.0,0.7,0.7014475005644772,0.0020678579492532695,0.04514,custom_barabasi_albert,0.9866943359375,0.9733421775624129,0.9783442368081816,775,1016,9.9503343967966e-6,9.96526878768722e-6,105.29758861040258
g31.0,40,31.0,0.7,0.6989276808776897,0.0015318844604431511,0.03008,custom_barabasi_albert,0.9866943359375,0.9733472208736041,0.9771069864606393,775,950,9.937063673470803e-6,9.923770406150556e-6,105.29758861040258
g33.0,40,33.0,0.7,0.7040113625016652,0.005730517859521754,0.03259,custom_barabasi_albert,0.9866943359375,0.9733462592231548,0.9772618013185778,775,966,9.920948967401255e-6,9.891008350526587e-6,105.29758861040258
g35.0,40,35.0,0.7,0.6926806770239019,0.010456175680140076,0.04514,custom_barabasi_albert,0.9866943359375,0.9733383784512066,0.9786656803840573,775,1037,9.965431671365987e-6,9.927348289501259e-6,105.29758861040258
g39.0,40,39.0,0.7,0.7158107429736025,0.022586775676575032,0.04514,custom_barabasi_albert,0.9866943359375,0.9733371288128013,0.978657019308716,775,1040,9.963068578450196e-6,9.9603411687515e-6,105.29758861040258
